Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Type_H,Type_L,Type_M,Target,Failure Type_Heat,Failure Type_None,Failure Type_Overstrain,Failure Type_Power,Failure Type_Random,Failure Type_Tool
0.41290027487906894,-0.3924920359049867,-0.06276962995222422,-1.3340661379646257,0,0,1,0,0,1,0,0,0,0
-0.1752784285930206,1.669112456535541,-1.625274397929711,0.1460475087974106,0,0,1,0,0,1,0,0,0,0
-0.9261763243026125,0.6911210235519151,-0.9795114633875127,-0.943656234951514,0,1,0,0,0,1,0,0,0,0
1.6844636845245362,1.3748783279796157,-1.6159454578478454,0.5106307929450435,0,0,1,0,0,1,0,0,0,0
2.5117912497307806,0.7331557124651852,-0.7714496755296383,-0.6456307492759821,0,0,1,0,0,1,0,0,0,0
0.9774865599420667,-1.0315087602176443,0.7266058109575452,-2.119668230013644,0,1,0,0,0,1,0,0,0,0
0.6410017876338546,0.1714577311709981,0.15746946013461435,-1.4979965988053379,0,1,0,0,0,1,0,0,0,0
-1.1187114396503328,-1.7164151476324772,1.7245177593603527,-0.06276962995222422,0,0,1,0,0,1,0,0,0,0
0.48930663465583824,0.036390522693206855,-0.6815943390528618,0.5613270940379924,0,1,0,0,0,1,0,0,0,0
-1.6541447865382133,0.5627963389464197,-0.49638951717942453,-0.25490199055947255,0,1,0,0,0,1,0,0,0,0
-1.0230032560702351,-0.12578779918185587,0.6150245032050714,0.5235370133423165,1,0,0,0,0,1,0,0,0,0
-0.6287243565705408,1.6504267980639917,-1.3189459369803573,0.8320062700164729,0,1,0,0,0,1,0,0,0,0
-0.12705243342112585,-1.7449939878765859,3.2264880105247853,0.6379234322697154,1,0,0,1,0,0,0,1,0,0
0.07912030015842841,0.9937998476648136,-0.711981105244725,-1.3041214037998639,0,1,0,0,0,1,0,0,0,0
-5.199337582605575,-0.2200582033005009,1.1187114396503328,1.1001396710768057,0,1,0,0,0,1,0,0,0,0
2.5117912497307806,1.2696643851806635,-1.6347469679133146,-0.2200582033005009,0,1,0,0,0,1,0,0,0,0
1.5712864975769105,0.1346445798518419,-0.037645951375149304,2.9527617910623096,0,1,0,0,0,1,0,0,0,0
0.7748328448180757,0.6784325172268452,-0.4252277308747451,1.6640817375143429,0,0,1,0,0,1,0,0,0,0
0.12705243342112585,0.5063476573610789,-0.7249732056113146,2.575483324008602,0,1,0,0,0,1,0,0,0,0
-1.2781367835433017,1.3589129518125596,-1.1694006645176926,-0.6302538248871075,0,1,0,0,0,1,0,0,0,0
1.1187114396503328,0.23292993127648456,-0.14985263570524876,2.241016209931356,0,1,0,0,0,1,0,0,0,0
0.1842034490195002,0.12199509496959803,-0.14985263570524876,0.4170023666077758,0,1,0,0,0,1,0,0,0,0
-0.7430400101122806,0.22262956564382042,0.27178702055340714,1.4865370019712367,0,1,0,0,0,1,0,0,0,0
0.25231085193165625,0.006272884668573728,-0.12073125279186663,-1.0230032560702351,0,1,0,0,0,1,0,0,0,0
2.0744446087255772,1.4390013150939511,-1.3493329489945471,-1.3340661379646257,1,0,0,0,0,1,0,0,0,0
1.1971932730470463,-0.3005420014373436,0.016310116285324017,0.4307272992954577,0,1,0,0,0,1,0,0,0,0
-0.5716375251650858,1.4827601839584168,-1.3402004659340858,-1.3340661379646257,0,0,1,0,0,1,0,0,0,0
0.1842034490195002,1.061884134877072,-0.9377977680303102,0.05146002009662907,0,1,0,0,0,1,0,0,0,0
0.12705243342112585,0.6564859393617669,-0.6533766109715351,2.7474533072977194,0,1,0,0,0,1,0,0,0,0
